epoch,0_jacc,0_val_jacc,10_jacc,10_val_jacc,1_jacc,1_val_jacc,2_jacc,2_val_jacc,3_jacc,3_val_jacc,4_jacc,4_val_jacc,5_jacc,5_val_jacc,6_jacc,6_val_jacc,7_jacc,7_val_jacc,8_jacc,8_val_jacc,9_jacc,9_val_jacc,I0,I1,I10,I2,I3,I4,I5,I6,I7,I8,I9,U0,U1,U10,U2,U3,U4,U5,U6,U7,U8,U9,acc,jaccard,loss,val_I0,val_I1,val_I10,val_I2,val_I3,val_I4,val_I5,val_I6,val_I7,val_I8,val_I9,val_U0,val_U1,val_U10,val_U2,val_U3,val_U4,val_U5,val_U6,val_U7,val_U8,val_U9,val_acc,val_jaccard,val_loss
0,0.52157162039015659,0.0,0.001253848097238727,0.0,0.14620762574136173,0.0,0.0011371664714934142,0.0,0.45166291081855325,0.29320609760713007,0.049699686510260695,0.00020127904848045501,0.096537937516341044,0.0,0.01350279217372864,0.0,0.034280573307687537,0.0,0.13827563670487425,0.0,0.013693748433695401,0.0,18282.825268817203,7037.4462365591398,3.6021505376344085,3.1586021505376345,25053.852150537634,1043.3602150537633,2718.6129032258063,78.0510752688172,246.54569892473117,5988.3494623655915,57.432795698924728,35053.336021505376,48133.236559139783,2872.8763440860216,2777.6075268817203,55470.244623655912,20993.295698924732,28161.083333333332,5780.3655913978491,7191.9946236559135,43307.336021505376,4194.0887096774195,0.35985025245400887,0.13343850419685374,3.8900977193668322,0.0,0.0,0.0,0.0,369493.34234234237,22.702702702702702,0.0,0.0,0.0,0.0,0.0,117187.94594594595,339181.47747747746,27459.306306306305,6947.7837837837842,1260183.009009009,112792.18018018018,207922.12612612612,11032.279279279279,38194.666666666664,25668.891891891893,8128.5855855855852,0.29249663342226734,0.026673397877782775,4.4468584017710642
1,0.72607447535356751,0.0,0.00074449213687625808,0.0,0.049415778510119843,0.0,0.0068585103899136126,0.0,0.58763636611019532,0.29298037519506814,0.076697113376493403,0.0,0.21998522594467398,0.0,0.011466487184501222,0.0,0.017950230651226074,0.0,0.19301498037608458,0.0,0.019246364995945099,0.0,25296.268817204302,1972.0913978494623,1.0887096774193548,18.31989247311828,30650.446236559139,1760.7016129032259,8782.6801075268813,69.1989247311828,106.81989247311827,7633.9059139784949,120.31989247311827,34839.771505376346,39908.131720430109,1462.3521505376343,2671.1182795698924,52158.865591397851,22956.556451612902,39923.954301075268,6034.8844086021509,5950.8924731182797,39550.846774193546,6251.5645161290322,0.4640266826796916,0.17355363863905426,3.4462347120367069,0.0,0.0,0.0,0.0,370534.09909909911,0.0,0.0,0.0,0.0,0.0,0.0,117187.94594594595,339181.47747747746,27459.306306306305,6947.7837837837842,1264706.2072072071,112537.86486486487,207922.12612612612,11032.279279279279,38194.666666666664,25668.891891891893,8119.2972972972975,0.29330415741817373,0.026634579563188012,4.4579143524169922
2,0.73965698200792462,0.0,0.00071071825264286219,0.0,0.085881983312431895,0.0,0.0077163255222018586,0.0,0.62566222267055238,0.29297116339347085,0.090373452057650766,0.0,0.2420260556611892,0.0,0.0043698027629934704,0.0,0.029182520897856067,0.0,0.23656834540542296,0.0,0.020943315827230771,0.0,27135.795698924732,3482.994623655914,0.9838709677419355,33.037634408602152,33979.787634408603,2025.0215053763441,9938.7258064516136,13.602150537634408,253.31989247311827,8177.5940860215051,156.56451612903226,36687.0,40555.591397849465,1384.3333333333333,4281.5241935483873,54310.115591397851,22407.260752688173,41064.693548387098,3112.760752688172,8680.5349462365593,34567.575268817207,7475.6317204301076,0.49793588674517086,0.18937197494346336,3.4095330744661312,0.0,0.0,0.0,0.0,370534.09909909911,0.0,0.0,0.0,0.0,0.0,0.0,117187.94594594595,339181.47747747746,27459.306306306305,6947.7837837837842,1264745.972972973,112498.0990990991,207922.12612612612,11032.279279279279,38194.666666666664,25668.891891891893,8119.2972972972975,0.29330415741817373,0.026633742126679169,4.2424822841678651
3,0.73687901881282369,0.035093007598020337,0.00070496186067098082,0.0,0.14802820552783089,0.0001843674714960207,0.0029328790837995756,0.0013303815224214495,0.66301325586704585,0.32343671854918787,0.10715652442910745,0.0,0.24286473457085739,0.0,0.0098085852786428656,0.0,0.021029934914153028,0.0,0.23550604010809878,0.0,0.01814993099822567,0.0,23995.419354838708,6773.6182795698924,1.0618279569892473,9.663978494623656,35037.427419354841,2592.3790322580644,9322.0403225806458,36.693548387096776,148.26612903225808,6910.2043010752686,118.79032258064517,32563.580645161292,45758.970430107525,1506.2204301075269,3295.0483870967741,52845.741935483871,24192.451612903227,38383.672043010753,3740.9623655913979,7050.2419354838712,29341.940860215054,6544.9462365591398,0.51345174258915327,0.19873400649556874,3.3453425604809999,4112.4774774774778,62.702702702702702,0.0,9.2792792792792795,370534.09909909911,0.0,0.0,0.0,0.0,0.0,0.0,117187.94594594595,340096.34234234237,27463.720720720721,6974.9009009009005,1145615.4414414414,173275.68468468467,207922.12612612612,11032.279279279279,38374.126126126124,75074.099099099098,11756.720720720721,0.29667120500727817,0.032731315921920516,3.9671296815614441
4,0.78358327151003093,0.0,0.0013870727707501029,0.0,0.24234155650289049,0.030514147610001138,0.019900948560402806,0.0,0.67587656520990347,0.34616069906101382,0.10544790687222659,0.00041078098153402834,0.23839671430465592,2.2530957969537798e-05,0.0066898987292223436,8.0470333002332029e-06,0.021006347492389645,0.0056013252455341788,0.28041211197575033,0.0,0.016460164708842678,0.0015257319783929227,26692.104838709678,11823.986559139785,2.5806451612903225,85.561827956989248,37546.612903225803,2539.2822580645161,8985.0779569892475,20.766129032258064,118.29301075268818,8258.1155913978491,78.427419354838705,34064.158602150535,48790.586021505376,1860.497311827957,4299.3844086021509,55552.470430107525,24080.916666666668,37689.604838709674,3104.1021505376343,5631.2983870967746,29449.924731182797,4764.6801075268813,0.55706794175409502,0.21740932351246045,3.3012165068298258,0.0,11386.576576576577,0.0,0.0,370533.46846846846,90.72072072072072,4.6846846846846848,0.090090090090090086,246.37837837837839,0.0,20.27027027027027,117197.13513513513,373157.28828828828,32485.792792792792,10925.801801801801,1070408.8288288289,220849.36936936938,207922.12612612612,11195.441441441442,43985.729729729726,44757.54054054054,13285.603603603604,0.3025329139855531,0.034931205715249623,4.2787762934023199
5,0.73808113741652071,0.34175540321519138,0.0021850249957872268,0.0,0.15375844376227585,0.18522591523554574,0.004019331376186909,0.0,0.63604017391239187,0.5917991704767317,0.12671558493192631,0.21633809946426602,0.25601386435971035,0.39413070218355906,0.010462601612271888,0.001252215458118209,0.035787636887234436,3.6120127941295287e-05,0.29945501516552209,0.060787695439509182,0.022491531341563325,0.021329056146607399,23495.013440860213,7082.083333333333,5.228494623655914,13.440860215053764,30572.59946236559,3086.0483870967741,10513.881720430107,43.255376344086024,378.42741935483872,10017.266129032258,114.46236559139786,31832.56182795699,46059.801075268821,2392.8763440860216,3344.0537634408602,48067.088709677417,24354.134408602149,41067.62634408602,4134.2849462365593,10574.25,33451.655913978495,5089.1317204301076,0.50955900694093392,0.20772821325103552,3.2871043239870379,40325.819819819822,66937.063063063062,0.0,0.0,309997.41441441444,54257.990990990991,148435.24324324325,15.225225225225225,1.7117117117117118,9413.5135135135133,382.88288288288288,117996.14414414414,361380.65765765763,27970.387387387389,7290.864864864865,523821.98198198195,250801.82882882882,376614.26126126124,12158.630630630631,47389.414414414416,154858.86486486485,17951.234234234234,0.49838460995270323,0.16478676161340636,3.3759432912946821
6,0.79244903333050465,0.79663357355995434,0.00026101560425858145,0.0,0.14811936451185229,0.021019724515230265,0.002491851645120456,0.0,0.67537799225382,0.55869860606980171,0.1298569808423361,0.20833464235723717,0.26834452934852537,0.4534965186081879,0.0087546501452135314,0.0037036681666842578,0.05551360522502876,0.0018782693935015498,0.3363481405151269,0.1273438575675726,0.031931835189787469,0.0042032259759365318,27311.645161290322,6521.5940860215051,0.47043010752688175,6.720430107526882,34886.190860215051,2973.3548387096776,10893.456989247312,33.75,705.92741935483866,9214.8413978494627,194.4220430107527,34464.860215053763,44029.31451612903,1802.3064516129032,2696.9623655913979,51654.319892473119,22897.15053763441,40595.040322580644,3855.0940860215055,12716.29569892473,27396.736559139787,6088.6586021505373,0.54630946207751507,0.22267718169196124,3.1900877965393888,95581.531531531538,7189.3693693693695,0.0,0.0,227800.94594594595,97797.639639639645,186981.37837837837,52.162162162162161,82.306306306306311,6749.1441441441439,38.918918918918919,119981.8018018018,342029.66666666669,28271.91891891892,7049.4954954954956,407734.94594594592,469425.72072072071,412310.5045045045,14083.918918918918,43820.288288288291,52999.369369369371,9259.2972972972966,0.49189230504336656,0.19775564420128242,3.0935017998154097
7,0.79317198083538365,0.88605364267852471,0.018984626477259979,0.0,0.20492057288124121,0.15076837705829024,0.0039772948991568134,0.0,0.67494664226325496,0.71155881480213501,0.1362287716985417,0.17185108066779872,0.27735607009126695,0.51413836018906744,0.0056620717244368138,0.003408333268107749,0.031835692234665668,0.064604384245370808,0.34577975495811875,0.24194650974418036,0.025986070730344497,0.013834629060635454,24919.612903225807,9131.5080645161288,59.596774193548384,10.685483870967742,33631.586021505376,3126.739247311828,10843.266129032258,14.61021505376344,241.59139784946237,10417.897849462366,170.90053763440861,31417.666666666668,44561.206989247308,3139.2123655913979,2686.6209677419356,49828.510752688169,22952.120967741936,39095.110215053763,2580.3655913978496,7588.6962365591398,30128.709677419356,6576.6209677419356,0.55421935398412003,0.22898632261760643,3.1746610729925093,107355.22522522522,56576.774774774778,0.0,0.0,325958.14414414414,49395.207207207204,183336.31531531533,43.153153153153156,4202.135135135135,14485.531531531531,239.36936936936937,121161.09009009009,375256.24324324325,27465.252252252252,7029.3423423423419,458090.23423423426,287430.29729729728,356589.45045045047,12661.072072072073,65044.117117117115,59870.801801801805,17302.18918918919,0.58690669568809306,0.25074219379219181,3.0328031058784002
8,0.80914649136980077,0.90836413536404659,5.6638326526245572e-05,4.8930118494067957e-06,0.20199348784299401,0.20687967805277577,0.0021315774428190327,0.0,0.7120042593350755,0.65672627677962281,0.15351741470992389,0.10393237533695247,0.26515592556631701,0.53286401989443222,0.010960006033030845,0.008353842591647705,0.056856622715079054,0.084978146040638428,0.3332662953272772,0.29836204629594348,0.018459024143513986,0.011996168278399258,29939.916666666668,8758.0564516129034,0.12096774193548387,5.311827956989247,37919.094086021505,3189.7365591397847,9460.5403225806458,38.677419354838712,558.80645161290317,9105.1478494623661,78.091397849462368,37001.849462365593,43358.112903225803,2135.7930107526881,2491.9704301075267,53256.836021505376,20777.685483870966,35679.158602150535,3528.9596774193546,9828.3440860215051,27320.93817204301,4230.5268817204305,0.58312734689122891,0.23304979480112342,3.1280426934201229,111899.67567567568,89034.32432432432,0.27027027027027029,0.0,327770.14414414414,28865.261261261261,129693.35135135135,106.93693693693693,8215.6756756756749,17213.18918918919,147.11711711711712,123188.12612612612,430367.66666666669,55235.972972972973,7039.3243243243242,499097.04504504503,277731.18018018018,243389.20720720722,12800.927927927927,96679.864864864867,57692.288288288291,12263.675675675675,0.56326648619797848,0.25567832560420983,3.1103047980918541
9,0.80456733394544999,0.79305830759005358,0.022249206153052616,0.0,0.236702872634005,0.16572086330801994,0.0022302481384400999,0.0,0.70850607236504248,0.66827396792081395,0.14741937242308911,0.047343175372823926,0.28440607257522954,0.29651030860892769,0.0051121575156363591,0.0043548396588578156,0.035498186565666431,0.031385254958734267,0.33704374738593079,0.15073758046668573,0.026765687642394165,0.038094424000967658,26992.34946236559,11603.319892473119,100.18548387096774,5.459677419354839,35841.204301075268,3198.7150537634407,10511.526881720431,17.06989247311828,233.45430107526883,10595.072580645161,171.10483870967741,33548.900537634407,49020.612903225803,4502.8790322580644,2448.0134408602153,50587.010752688169,21698.064516129034,36959.572580645159,3339.0779569892475,6576.5134408602153,31435.303763440861,6392.6935483870966,0.57804139519250519,0.23731826884944882,3.1407649587559443,96089.666666666672,77378.054054054053,0.0,0.0,364561.32432432432,10402.702702702703,84004.063063063062,60.0,1563.2342342342342,16615.549549549549,1228.5585585585586,121163.43243243243,466918.0,27910.837837837837,6966.6126126126128,545526.74774774769,219729.72072072071,283309.08108108107,13777.774774774774,49807.91891891892,110228.31531531531,32250.35135135135,0.51525583406826392,0.19958897471689863,3.158217851106111
