epoch,avg_iou,avg_recall,loss,val_avg_iou,val_avg_recall,val_loss
0,0.30989357208941909,0.11680104732273058,10.870788582569856,0.32119959616613486,0.14098074113180536,8.0334085494934211
1,0.32365073274461775,0.1264384312297441,7.8450501207135659,0.30834769798134137,0.11526867369572798,7.7673267223639879
2,0.33112844119823009,0.14097895740824012,7.228349131199467,0.33610173191377024,0.1481449839895119,7.4773071273834164
3,0.34019892345390668,0.15082913422803612,6.7788544112134188,0.33069573262494484,0.13473767110568557,7.5572259792548691
4,0.34937908154559144,0.16583077103733976,6.4347752037514248,0.34122452110111595,0.14352723390994196,7.6026633751844459
5,0.35872788772095127,0.18297980963558849,6.1797860755748992,0.35225198356929177,0.16505323032181182,7.368343235251908
6,0.36552323982838952,0.19059991833800777,5.9846924559451118,0.35146931396748965,0.17435684550308181,7.4687416624880125
7,0.37321828230691817,0.20818295578505261,5.8242442481239509,0.35880424156636298,0.17863242265707005,7.5606477931587994
8,0.37803403436897237,0.21939122723377935,5.6373693664195637,0.35582045595089118,0.18467034511045069,7.3903090501735784
9,0.3800406631566039,0.22260707211870109,5.5143129545939873,0.35116793236094795,0.17128916985974341,7.4242911690961337
10,0.38271279125351526,0.23107588142139432,5.3612435764260438,0.35425594770265911,0.17614374956684911,7.3790366540174048
11,0.38426996250212475,0.2331467440191097,5.2498764947257648,0.3543209388346491,0.17946804711918632,7.2749151545846296
12,0.38509172284255616,0.23220326097409341,5.0993252698830407,0.35267671936762307,0.15841095571865341,7.3942072177361586
13,0.38784625485190899,0.24007923198688524,4.9909363481934985,0.35392111206720928,0.16090438590792125,7.525584538777669
14,0.38450816119509723,0.23316398174727837,4.9029721910468114,0.35332707801978747,0.16848208292753636,7.3454236889075855
15,0.38516753659584596,0.23948529656958864,4.7750018809657311,0.35943262531847775,0.18724297819856159,7.3946041251846895
16,0.38452288877896718,0.23616223303537406,4.6547782524676764,0.35025045632602214,0.15951905754987827,7.417774379372359
17,0.3847586043124952,0.23945242248588011,4.5797472222085673,0.35119984511605756,0.16444808875253339,7.2808915859686874
18,0.38408435193854196,0.23705784471879179,4.4594813731563079,0.34405727859980567,0.15311916214887966,7.4221712614961728
19,0.38054705522538113,0.23516402019204763,4.3394311240005363,0.34475362752963923,0.15636108948025637,7.3654497169448945
20,0.38020169257650671,0.23376756375980673,4.2636379851134558,0.34328477985844641,0.16136774150078406,7.3276071034505694
21,0.38024636241529569,0.23137454100160063,4.1583584540312515,0.33815376457577934,0.13904017544613628,7.2819494525353594
22,0.38011376050667139,0.23345870833089788,4.0671298076430968,0.33988253882307257,0.1583903650502245,7.4259133824331318
23,0.38081708518861834,0.24001704935280185,3.9467256891932103,0.34401006630794728,0.15501061694588728,7.4652930657544774
24,0.37920345600017524,0.23913702826467523,3.8863439409396849,0.3387427523940385,0.15569575578569175,7.4639344129733693
25,0.3759896176066565,0.23058733633551018,3.8119891893892524,0.33715578979122901,0.15195957495423848,7.3519036489094569
26,0.37630940184833295,0.23393330788719502,3.6825056961706562,0.33479525348145567,0.14895051372741272,7.3452757152016765
27,0.37503303810121386,0.23743409490802345,3.6268338940909746,0.33498825564117962,0.15121820091665861,7.3636569101177525
28,0.37130674095194466,0.23051262516513346,3.5601925582898928,0.32857883726051468,0.1416745903695415,7.3566857678685595
29,0.37157112154656807,0.23289810576043599,3.4853385986168135,0.32597641869933308,0.14024253058695269,7.4447975272903903
30,0.36934142929505803,0.22526903543374494,3.384823234774355,0.32712502649682251,0.14579254365014935,7.3735664942545327
31,0.36788270024745634,0.22284642851377415,3.3348950752946607,0.32464568932613214,0.14811726066166769,7.4262056141318435
32,0.36946736272887598,0.2262333221308632,3.2145080743180481,0.32286886766761125,0.13795028903527173,7.4523755452352134
33,0.36821144356721008,0.22504243415193714,3.1677003417755136,0.32202665558356247,0.1275156038532595,7.4318168377447984
34,0.36407172717330011,0.21904501736143489,3.11090105598266,0.31437134588074067,0.13079317607089669,7.3921696744755119
35,0.36527271615647133,0.22751208840564507,3.0558540206142855,0.32066289690916172,0.13554241063590058,7.4848859714652729
36,0.361941490556282,0.2141559117674649,2.9880943988679616,0.3173338583486523,0.12871717377575095,7.4646877014708375
37,0.36305382155866611,0.21783227341895361,2.8832652322404573,0.31250066213503092,0.12207173159022532,7.4944165642865883
38,0.36251562462930981,0.22178040986196251,2.8296535136252179,0.3200559233595987,0.13527785851332003,7.4572859781230996
39,0.36003046112203946,0.21777553229524815,2.7878466702122915,0.30781609747938055,0.12801539841407311,7.6333808251721651
